処理番号,営業日付,店舗名称,3rd Item No.,表記部門名1,StyleNo,商品名,ColorNo,ColorName,Size,数量,税抜単価,税単価,税込単価,税抜金額,税額,税込金額,上代,金種名,調整値引,客層名,拡張名,販売者,会員フラグ,会員番号
449574,2026/07/01,FJALLRAVEN by 3NITY 大丸心斎橋,79030X,FJALLRAVEN,79030,Greenland Wax travel pack,,,X,1,850,85,935,850,85,935,850,複数金種,,外国女性,II,片岡,0,
449575,2026/07/01,FJALLRAVEN STORE 名古屋ファッションワン,23349550X,FJALLRAVEN,23349,Skule 20,550,Black,X,1,"12,000","1,200","13,200","12,000","1,200","13,200","12,000",現金,,外国男性,II,久保,0,
449576,2026/07/01,FJALLRAVEN POPUP NARITA,23510540X,FJALLRAVEN,23510,Kanken,540,Royal Blue,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,男性,IV,共通ユーザ,0,
449576,2026/07/01,FJALLRAVEN POPUP NARITA,GIFT400,Other,GIFT400,Gift Wrapping (M),,,X,1,400,40,440,400,40,440,400,現金,,男性,IV,共通ユーザ,0,
449577,2026/07/01,6142,23510660X,FJALLRAVEN,23510,Kanken,660,Forest Green,X,1,"13,000",0,"13,000","13,000",0,"13,000","13,000",現金,,外国男性,II,中尾,0,
449578,2026/07/01,6142,RP010,Other,RP010,ショッパー(S),,,X,1,100,10,110,100,10,110,50,現金,,外国男性,II,中尾,0,
449579,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23200301354-228X,FJALLRAVEN,23200301,VardagShoulderBag6,354-228,Poppy Pink-Khaki Dust,X,1,"12,000","1,200","13,200","12,000","1,200","13,200","13,000",複数金種,,男性,IV,生田,1,108573
449579,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,複数金種,,男性,IV,生田,1,108573
449580,2026/07/01,6142,23797021X,FJALLRAVEN,23797,Kanken Sling,021,FOG,X,1,"10,500",0,"10,500","10,500",0,"10,500","10,500",カード,,外国女性,III,中尾,0,
449581,2026/07/01,FJALLRAVEN by 3NITY 大丸心斎橋,24215030X,FJALLRAVEN,24215,Gear Pocket,030,Dark Grey,X,1,"3,000",300,"3,300","3,000",300,"3,300","3,000",複数金種,,女性,III,大山,1,143749
449581,2026/07/01,FJALLRAVEN by 3NITY 大丸心斎橋,GIFT300,Other,GIFT300,Gift Wrapping (S),,,X,1,300,30,330,300,30,330,300,複数金種,,女性,III,大山,1,143749
449582,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23319221X,FJALLRAVEN,23319,Singi 20,221,Clay,X,1,"14,400","1,440","15,840","14,400","1,440","15,840","16,000",現金,,男性,II,生田,1,143637
449582,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,79060X,FJALLRAVEN,79060,Greenland Wax,,,X,1,"1,350",135,"1,485","1,350",135,"1,485","1,500",現金,,男性,II,生田,1,143637
449582,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,GIFT500,Other,GIFT500,Gift Wrapping (L),,,X,1,500,50,550,500,50,550,500,現金,,男性,II,生田,1,143637
449582,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,男性,II,生田,1,143637
449583,2026/07/01,FJALLRAVEN POPUP NARITA,23200395457X,FJALLRAVEN,23200395,Kanken Crossbody,457,Pastel Lavender,X,1,"12,500",0,"12,500","12,500",0,"12,500","12,500",現金,,外国女性,III,共通ユーザ,0,
449584,2026/07/01,FJALLRAVEN STORE 名古屋ファッションワン,23100177221X,FJALLRAVEN,23100177,AbiskoBottlePocket,221,Clay,X,1,"6,000",600,"6,600","6,000",600,"6,600","6,000",カード,,女性,II,久保,0,
449584,2026/07/01,FJALLRAVEN STORE 名古屋ファッションワン,RP010,Other,RP010,ショッパー(S),,,X,1,50,5,55,50,5,55,50,カード,,女性,II,久保,0,
449585,2026/07/01,FJALLRAVEN POPUP NARITA,23226614X,FJALLRAVEN,23226,High Coast Pocket,614,Patina Green,X,1,"5,000",0,"5,000","5,000",0,"5,000","5,000",電子マネー,,外国男性,IV,島田,0,
449586,2026/07/01,FJALLRAVEN by 3NITY TOKYO,27222614X,FJALLRAVEN,27222,Abisko Hike Foldsack,614,Patina Green,X,1,"22,000","2,200","24,200","22,000","2,200","24,200","23,000",電子マネー,,女性,IV,赤根,1,129741
449586,2026/07/01,FJALLRAVEN by 3NITY TOKYO,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",電子マネー,,女性,IV,赤根,1,129741
449586,2026/07/01,FJALLRAVEN by 3NITY TOKYO,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,電子マネー,,女性,IV,赤根,1,129741
449587,2026/07/01,FJALLRAVEN by 3NITY玉川高島屋S・C,23510302X,FJALLRAVEN,23510,Kanken,302,Chalk Rose,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,女性,V,村田,1,143751
449588,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23510540X,FJALLRAVEN,23510,Kanken,540,Royal Blue,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,II,志良堂,1,143750
449588,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,RP008,Other,RP008,KANKEN SMU,,,X,1,"2,000",200,"2,200","2,000",200,"2,200","2,000",カード,,女性,II,志良堂,1,143750
449589,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23223207X,FJALLRAVEN,23223,High Coast Hip Pack,207,Sunset Orange,X,1,"6,500",650,"7,150","6,500",650,"7,150","6,500",現金,,女性,IV,生田,0,
449590,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,87153543L,FJALLRAVEN,87153,Fox Boxy Logo Tee W,543,Dawn Blue,L,1,"6,500",0,"6,500","6,500",0,"6,500","6,500",カード,,外国女性,IV,生田,0,
449591,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23349550X,FJALLRAVEN,23349,Skule 20,550,Black,X,1,"12,000","1,200","13,200","12,000","1,200","13,200","12,000",電子マネー,,女性,IV,志良堂,1,143752
449591,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23200248000X,FJALLRAVEN,23200248,Samlaren Pack Bags,000,Assorted,X,1,"5,300",530,"5,830","5,300",530,"5,830","5,300",電子マネー,,女性,IV,志良堂,1,143752
449592,2026/07/01,FJALLRAVEN STORE 名古屋ファッションワン,23797031X,FJALLRAVEN,23797,Kanken Sling,031,GRAPHITE,X,1,"10,500",0,"10,500","10,500",0,"10,500","10,500",カード,,外国女性,III,清水,0,
449592,2026/07/01,FJALLRAVEN STORE 名古屋ファッションワン,23523031X,FJALLRAVEN,23523,Kanken Laptop 13,031,Graphite,X,1,"17,000",0,"17,000","17,000",0,"17,000","17,000",カード,,外国女性,III,清水,0,
449593,2026/07/01,FJALLRAVEN by 3NITY TOKYO,23524620X,FJALLRAVEN,23524,Kanken Laptop 15,620,Green,X,1,"18,000","1,800","19,800","18,000","1,800","19,800","18,000",現金,,外国女性,II,赤根,0,
449593,2026/07/01,FJALLRAVEN by 3NITY TOKYO,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,外国女性,II,赤根,0,
449594,2026/07/01,FJALLRAVEN POPUP NARITA,23200334228-135X,FJALLRAVEN,23200334,KankenKoncept,228-135,Khaki Dust-Kantarell,X,1,"15,000","1,500","16,500","15,000","1,500","16,500","15,000",カード,,女性,IV,島田,0,
449595,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,23797221X,FJALLRAVEN,23797,Kanken Sling,221,Clay,X,1,"10,500","1,050","11,550","10,500","1,050","11,550","10,500",カード,,外国女性,V,西村,0,
449595,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,23510540X,FJALLRAVEN,23510,Kanken,540,Royal Blue,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,外国女性,V,西村,0,
449595,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,RP008,Other,RP008,KANKEN SMU,,,X,1,"2,000",200,"2,200","2,000",200,"2,200","2,000",カード,,外国女性,V,西村,0,
449596,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23510126X,FJALLRAVEN,23510,Kanken,126,Corn,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,女性,I,志良堂,1,143753
449596,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,女性,I,志良堂,1,143753
449597,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,14500153637M,FJALLRAVEN,14500153,HighCoastWindHoodieW,637,Soft Jade,M,1,"28,050","2,805","30,855","28,050","2,805","30,855","33,000",複数金種,,女性,VI,山之内,1,123177
449597,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,23226614X,FJALLRAVEN,23226,High Coast Pocket,614,Patina Green,X,1,"4,000",400,"4,400","4,000",400,"4,400","5,000",複数金種,,女性,VI,山之内,1,123177
449597,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,13600016550M,FJALLRAVEN,13600016,Rainbow T-Shirt,550,Black,M,1,"9,350",935,"10,285","9,350",935,"10,285","11,000",複数金種,,女性,VI,山之内,1,123177
449597,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,79258030L,FJALLRAVEN,79258,Hatfield Hat,030,Dark Grey,L,1,"7,400",740,"8,140","7,400",740,"8,140","7,400",複数金種,,女性,VI,山之内,1,123177
449597,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,複数金種,,女性,VI,山之内,1,123177
449598,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,23524501X,FJALLRAVEN,23524,Kanken Laptop 15,501,Sky Blue,X,1,"18,000",0,"18,000","18,000",0,"18,000","18,000",カード,,外国女性,II,西村,0,
449598,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,外国女性,II,西村,0,
449599,2026/07/01,FJALLRAVEN by 3NITY玉川高島屋S・C,23200395457X,FJALLRAVEN,23200395,Kanken Crossbody,457,Pastel Lavender,X,1,"12,500","1,250","13,750","12,500","1,250","13,750","12,500",カード,,女性,III,小林,0,
449599,2026/07/01,FJALLRAVEN by 3NITY玉川高島屋S・C,RP010,Other,RP010,ショッパー(S),,,X,1,50,5,55,50,5,55,50,カード,,女性,III,小林,0,
449600,2026/07/01,FJALLRAVEN POPUP NARITA,23200330016X,FJALLRAVEN,23200330,High Coast Backpack 24,016,Shark Grey,X,1,"17,000",0,"17,000","17,000",0,"17,000","17,000",現金,,外国男性,IV,島田,0,
449601,2026/07/01,FJALLRAVEN by 3NITY玉川高島屋S・C,23200339620-221X,FJALLRAVEN,23200339,Vardag Pocket Large,620-221,Green-Clay,X,1,"9,000",900,"9,900","9,000",900,"9,900","9,000",カード,,男性,VI,小林,0,
449602,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,TNA034111110,TENNEN,TNA034,長尺注染手ぬぐい/七宝,111,Black,110,1,"2,300",230,"2,530","2,300",230,"2,530","2,300",カード,,女性,IV,志良堂,1,143754
449603,2026/07/01,FJALLRAVEN by 3NITY 大丸心斎橋,23346550X,FJALLRAVEN,23346,Skule 28,550,Black,X,1,"14,000","1,400","15,400","14,000","1,400","15,400","14,000",複数金種,,外国女性,IV,大山,0,
449604,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23200283037X,FJALLRAVEN,23200283,Farden Duffel 80,037,Coal Black,X,1,"33,000","3,300","36,300","33,000","3,300","36,300","34,000",電子マネー,,男性,IV,志良堂,1,136730
449604,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",電子マネー,,男性,IV,志良堂,1,136730
449604,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,RP012,Other,RP012,ショッパー(L),,,X,1,50,5,55,50,5,55,50,電子マネー,,男性,IV,志良堂,1,136730
449605,2026/07/01,FJALLRAVEN STORE 名古屋ファッションワン,12600317114S,FJALLRAVEN,12600317,Abisko Wool Hoodie M,114,Light Fossil,S,1,"15,600","1,560","17,160","15,600","1,560","17,160","19,500",カード,,男性,III,久保,1,105450
449605,2026/07/01,FJALLRAVEN STORE 名古屋ファッションワン,12600317625S,FJALLRAVEN,12600317,Abisko Wool Hoodie M,625,Laurel Green,S,1,"15,600","1,560","17,160","15,600","1,560","17,160","19,500",カード,,男性,III,久保,1,105450
449605,2026/07/01,FJALLRAVEN STORE 名古屋ファッションワン,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",カード,,男性,III,久保,1,105450
449606,2026/07/01,FJALLRAVEN by 3NITY玉川高島屋S・C,23510046X,FJALLRAVEN,23510,Kanken,046,Super grey,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,III,小林,0,
449606,2026/07/01,FJALLRAVEN by 3NITY玉川高島屋S・C,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,III,小林,0,
449607,2026/07/01,FJALLRAVEN POPUP NARITA,23226550X,FJALLRAVEN,23226,High Coast Pocket,550,Black,X,1,"5,000",500,"5,500","5,000",500,"5,500","5,000",カード,,女性,II,共通ユーザ,0,
449608,2026/07/01,FJALLRAVEN by 3NITY 大丸心斎橋,23200334228-135X,FJALLRAVEN,23200334,KankenKoncept,228-135,Khaki Dust-Kantarell,X,1,"15,000","1,500","16,500","15,000","1,500","16,500","15,000",複数金種,,外国女性,II,片岡,0,
449608,2026/07/01,FJALLRAVEN by 3NITY 大丸心斎橋,23505160X,FJALLRAVEN,23505,Kanken Shoulder Pads,160,Ochre,X,1,"3,500",350,"3,850","3,500",350,"3,850","3,500",複数金種,,外国女性,II,片岡,0,
449610,2026/07/01,FJALLRAVEN by 3NITY 京王新宿,14600200030M,FJALLRAVEN,14600200,ovik Hemp Camp Shirt SS W,030,Dark Grey,M,1,"14,500","1,450","15,950","14,500","1,450","15,950","14,500",現金,,女性,VI,江越,0,
449611,2026/07/01,FJALLRAVEN by 3NITY TOKYO,23797664-319X,FJALLRAVEN,23797,Kanken Sling,664-319,Frost Green-Peach Pink,X,1,"10,500","1,050","11,550","10,500","1,050","11,550","10,500",複数金種,,男性,V,花山,1,127955
449611,2026/07/01,FJALLRAVEN by 3NITY TOKYO,23200359577-986X,FJALLRAVEN,23200359,Kanken Graphics Laptop 15,577-986,Nimbus Blue-Hidden Animals,X,1,"21,000","2,100","23,100","21,000","2,100","23,100","21,000",複数金種,,男性,V,花山,1,127955
449611,2026/07/01,FJALLRAVEN by 3NITY TOKYO,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",複数金種,,男性,V,花山,1,127955
449611,2026/07/01,FJALLRAVEN by 3NITY TOKYO,GIFT500,Other,GIFT500,Gift Wrapping (L),,,X,1,500,50,550,500,50,550,500,複数金種,,男性,V,花山,1,127955
449611,2026/07/01,FJALLRAVEN by 3NITY TOKYO,81511560L,FJALLRAVEN,81511,Ovik Polo Shirt M,560,Navy,L,1,"11,050","1,105","12,155","11,050","1,105","12,155","13,000",複数金種,,男性,V,花山,1,127955
449612,2026/07/01,FJALLRAVEN STORE 名古屋ファッションワン,23346243X,FJALLRAVEN,23346,Skule 28,243,Terracotta Brown,X,1,"14,000","1,400","15,400","14,000","1,400","15,400","14,000",現金,,男性,V,清水,0,
449613,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,87310633M,FJALLRAVEN,87310,Fjallraven Logo T-shirt M,633,Dark Olive,M,1,"5,850",585,"6,435","5,850",585,"6,435","6,500",電子マネー,,女性,IV,志良堂,1,125704
449613,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23154662X,FJALLRAVEN,23154,Greenland Shoulder Bag,662,Deep Forest,X,1,"19,000","1,900","20,900","19,000","1,900","20,900","20,000",電子マネー,,女性,IV,志良堂,1,125704
449613,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,電子マネー,,女性,IV,志良堂,1,125704
449614,2026/07/01,FJALLRAVEN by 3NITY玉川高島屋S・C,23100160620X,FJALLRAVEN,23100160,Farden Necessity Bag,620,Green,X,1,"11,500","1,150","12,650","11,500","1,150","12,650","11,500",複数金種,,女性,III,村田,1,143756
449615,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23510302X,FJALLRAVEN,23510,Kanken,302,Chalk Rose,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,III,志良堂,1,143755
449616,2026/07/01,FJALLRAVEN STORE 名古屋ファッションワン,23510021-312X,FJALLRAVEN,23510,Kanken,021-312,Fog-Pink,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,女性,VI,清水,0,
449616,2026/07/01,FJALLRAVEN STORE 名古屋ファッションワン,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,女性,VI,清水,0,
449617,2026/07/01,FJALLRAVEN by 3NITY TOKYO,23623550-907X,FJALLRAVEN,23623,Kanken Rainbow Sling,550-907,Black-Rainbow Pattern,X,1,"11,000",0,"11,000","11,000",0,"11,000","11,000",カード,,外国女性,II,花山,0,
449618,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,23200356577-986X,FJALLRAVEN,23200356,Kanken Graphics,577-986,Nimbus Blue-Hidden Animals,X,1,"16,000","1,600","17,600","16,000","1,600","17,600","16,000",複数金種,,女性,II,西村,1,143757
449618,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,複数金種,,女性,II,西村,1,143757
449619,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23710550X,FJALLRAVEN,23710,Kanken Totepack,550,Black,X,1,"15,000","1,500","16,500","15,000","1,500","16,500","15,000",カード,,女性,II,志良堂,1,143758
449619,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23796550X,FJALLRAVEN,23796,Kanken Hip Pack,550,Black,X,1,"8,000",800,"8,800","8,000",800,"8,800","8,000",カード,,女性,II,志良堂,1,143758
449619,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,79060X,FJALLRAVEN,79060,Greenland Wax,,,X,1,"1,500",150,"1,650","1,500",150,"1,650","1,500",カード,,女性,II,志良堂,1,143758
449619,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,II,志良堂,1,143758
449620,2026/07/01,FJALLRAVEN by 3NITY 京王新宿,23799550X,FJALLRAVEN,23799,Kanken No. 2 Black Sling,550,Black,X,1,"15,000","1,500","16,500","15,000","1,500","16,500","15,000",現金,,女性,III,江越,1,143759
449620,2026/07/01,FJALLRAVEN by 3NITY 京王新宿,23344550-550X,FJALLRAVEN,23344,Raven 20,550-550,Black-Black,X,1,"16,000","1,600","17,600","16,000","1,600","17,600","16,000",現金,,女性,III,江越,1,143759
449620,2026/07/01,FJALLRAVEN by 3NITY 京王新宿,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,女性,III,江越,1,143759
449621,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,77357300L/XL,FJALLRAVEN,77357,Vidda Cap,300,Dusty Rose,L/XL,1,"6,200",0,"6,200","6,200",0,"6,200","6,200",カード,,外国女性,III,志良堂,0,
449621,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,RP010,Other,RP010,ショッパー(S),,,X,1,50,5,55,50,5,55,50,カード,,外国女性,III,志良堂,0,
449622,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,23510021-312X,FJALLRAVEN,23510,Kanken,021-312,Fog-Pink,X,1,"11,700","1,170","12,870","11,700","1,170","12,870","13,000",複数金種,,女性,III,西村,1,142597
449623,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,12600257020-999S,FJALLRAVEN,12600257,Abisko Lite SS M,020-999,Grey-Melange,S,1,"6,750",675,"7,425","6,750",675,"7,425","7,500",カード,,女性,IV,生田,1,135261
449623,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",カード,,女性,IV,生田,1,135261
449624,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,23797664-319X,FJALLRAVEN,23797,Kanken Sling,664-319,Frost Green-Peach Pink,X,1,"5,500",550,"6,050","5,500",550,"6,050","10,500",複数金種,,女性,III,西村,1,135397
449625,2026/07/01,FJALLRAVEN by 3NITY TOKYO NODE,TNT026111M,TENNEN,TNT026,天撚Tシャツ /メリノウール,111,Black,M,1,"5,500",550,"6,050","5,500",550,"6,050","11,000",カード,,男性,V,西村,0,
449626,2026/07/01,FJALLRAVEN by 3NITY 京王新宿,23565238X,FJALLRAVEN,23565,Kanken No.2,238,Hazel Brown,X,1,"20,000","2,000","22,000","20,000","2,000","22,000","20,000",現金,,女性,II,江越,1,143760
449626,2026/07/01,FJALLRAVEN by 3NITY 京王新宿,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,女性,II,江越,1,143760
449627,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23227550X,FJALLRAVEN,23227,High Coast Crossbody,550,Black,X,1,"10,000","1,000","11,000","10,000","1,000","11,000","10,000",電子マネー,,男性,II,生田,1,143761
449628,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23225614X,FJALLRAVEN,23225,High Coast Totepack,614,Patina Green,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,V,生田,1,143762
449630,2026/07/01,FJALLRAVEN by 3NITY 京王新宿,8477523238/S,FJALLRAVEN,84775,Stina Trousers W,232,Buckwheat Brown,38/S,1,"19,800","1,980","21,780","19,800","1,980","21,780","22,000",現金,,女性,V,江越,1,129240
449630,2026/07/01,FJALLRAVEN by 3NITY 京王新宿,89980300S,FJALLRAVEN,89980,OvikLiteShirtLSW,300,Dusty Rose,S,1,"11,250","1,125","12,375","11,250","1,125","12,375","12,500",現金,,女性,V,江越,1,129240
449630,2026/07/01,FJALLRAVEN by 3NITY 京王新宿,23227016X,FJALLRAVEN,23227,High Coast Crossbody,016,Shark Grey,X,1,"10,000","1,000","11,000","10,000","1,000","11,000","10,000",現金,,女性,V,江越,1,129240
449630,2026/07/01,FJALLRAVEN by 3NITY 京王新宿,GIFT400,Other,GIFT400,Gift Wrapping (M),,,X,1,400,40,440,400,40,440,400,現金,,女性,V,江越,1,129240
449631,2026/07/01,FJALLRAVEN by 3NITY 京王新宿,27222560X,FJALLRAVEN,27222,Abisko Hike Foldsack,560,Navy,X,1,"23,000","2,300","25,300","23,000","2,300","25,300","23,000",現金,,外国女性,II,大森,0,
449632,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,77029633X,FJALLRAVEN,77029,Canvas Belt,633,Dark Olive,X,1,"3,600",360,"3,960","3,600",360,"3,960","4,600",現金,,男性,IV,生田,1,138027
449633,2026/07/01,FJALLRAVEN by 3NITY TOKYO,23227623X,FJALLRAVEN,23227,High Coast Crossbody,623,Mountain Green,X,1,"10,000",0,"10,000","10,000",0,"10,000","10,000",現金,,外国女性,IV,木村,0,
449635,2026/07/01,FJALLRAVEN by 3NITY玉川高島屋S・C,23505326X,FJALLRAVEN,23505,Kanken Shoulder Pads,326,Ox Red,X,1,"3,500",350,"3,850","3,500",350,"3,850","3,500",複数金種,,女性,VI,小林,0,
449635,2026/07/01,FJALLRAVEN by 3NITY玉川高島屋S・C,23510424X,FJALLRAVEN,23510,Kanken,424,Blackberry,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",複数金種,,女性,VI,小林,0,
449635,2026/07/01,FJALLRAVEN by 3NITY玉川高島屋S・C,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,複数金種,,女性,VI,小林,0,
449636,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23797221X,FJALLRAVEN,23797,Kanken Sling,221,Clay,X,1,"10,500",0,"10,500","10,500",0,"10,500","10,500",カード,,外国男性,V,志良堂,0,
449637,2026/07/01,FJALLRAVEN by 3NITY ルクア大阪,23505228X,FJALLRAVEN,23505,Kanken Shoulder Pads,228,Khaki Dust,X,1,"3,150",315,"3,465","3,150",315,"3,465","3,500",複数金種,,女性,IV,志良堂,1,143715
449638,2026/07/01,FJALLRAVEN by 3NITY玉川高島屋S・C,24221679X,FJALLRAVEN,24221,Pocket,679,Deep Patina,X,1,"6,000",600,"6,600","6,000",600,"6,600","6,000",電子マネー,,女性,II,小林,0,
